Class Name,Department,Catalog Number,Section Type,Section Number,Class Number,Open Seats,Total Seats,Percent,Timestamp
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,01,3260,18,18,0.0,6/27/2021 5:37:19 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,02,3261,17,18,5.555555555555555,6/27/2021 5:37:21 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,03,3262,18,18,0.0,6/27/2021 5:37:23 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,04,3263,18,18,0.0,6/27/2021 5:37:26 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,05,3264,18,18,0.0,6/27/2021 5:37:28 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,06,3265,18,18,0.0,6/27/2021 5:37:31 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,07,3266,18,18,0.0,6/27/2021 5:37:33 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,08,3267,18,18,0.0,6/27/2021 5:37:36 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,09,3268,18,18,0.0,6/27/2021 5:37:38 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,10,3269,18,18,0.0,6/27/2021 5:37:41 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,11,3270,18,18,0.0,6/27/2021 5:37:43 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,01,3158,18,18,0.0,6/27/2021 6:27:36 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,02,3159,18,18,0.0,6/27/2021 6:27:39 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,03,3160,17,18,5.555555555555555,6/27/2021 6:27:41 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,04,3161,18,18,0.0,6/27/2021 6:27:44 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,05,3162,18,18,0.0,6/27/2021 6:27:46 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,06,3163,18,18,0.0,6/27/2021 6:27:48 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,07,3164,18,18,0.0,6/27/2021 6:27:51 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,08,3165,18,18,0.0,6/27/2021 6:27:53 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,09,3166,18,18,0.0,6/27/2021 6:27:56 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,10,3167,18,18,0.0,6/27/2021 6:27:58 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,11,3168,18,18,0.0,6/27/2021 6:28:01 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,12,3169,18,18,0.0,6/27/2021 6:28:03 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,13,3170,18,18,0.0,6/27/2021 6:28:06 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,14,3171,18,18,0.0,6/27/2021 6:28:08 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395,IND,15,3172,18,18,0.0,6/27/2021 6:28:11 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,01,3173,18,18,0.0,6/27/2021 6:28:13 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,02,3174,18,18,0.0,6/27/2021 6:28:16 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,03,3175,18,18,0.0,6/27/2021 6:28:18 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,04,3176,18,18,0.0,6/27/2021 6:28:21 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,05,3177,17,18,5.555555555555555,6/27/2021 6:28:24 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,06,3178,18,18,0.0,6/27/2021 6:28:26 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,07,3179,18,18,0.0,6/27/2021 6:28:29 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,08,3180,18,18,0.0,6/27/2021 6:28:31 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,09,3181,18,18,0.0,6/27/2021 6:28:34 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,10,3182,18,18,0.0,6/27/2021 6:28:36 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,11,3183,18,18,0.0,6/27/2021 6:28:38 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,12,3184,18,18,0.0,6/27/2021 6:28:41 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,13,3185,18,18,0.0,6/27/2021 6:28:43 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,14,3186,18,18,0.0,6/27/2021 6:28:45 PM
Bass Connections in Brain and Society: Interdisciplinary Team Projects,BRAINSOC,395-1,IND,15,3187,18,18,0.0,6/27/2021 6:28:48 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,01,3188,18,18,0.0,6/27/2021 6:28:50 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,02,3189,18,18,0.0,6/27/2021 6:28:52 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,03,3190,18,18,0.0,6/27/2021 6:28:55 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,04,3191,18,18,0.0,6/27/2021 6:28:57 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,05,3192,18,18,0.0,6/27/2021 6:28:59 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,06,3193,18,18,0.0,6/27/2021 6:29:02 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,07,3194,18,18,0.0,6/27/2021 6:29:04 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,08,3195,18,18,0.0,6/27/2021 6:29:07 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,09,3196,18,18,0.0,6/27/2021 6:29:09 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,395T,TUT,10,3197,18,18,0.0,6/27/2021 6:29:11 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,01,3198,18,18,0.0,6/27/2021 6:29:14 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,02,3199,14,18,22.22222222222222,6/27/2021 6:29:17 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,03,3200,16,18,11.11111111111111,6/27/2021 6:29:19 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,04,3201,18,18,0.0,6/27/2021 6:29:22 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,05,3202,18,18,0.0,6/27/2021 6:29:24 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,06,3203,17,18,5.555555555555555,6/27/2021 6:29:27 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,07,3204,15,18,16.666666666666664,6/27/2021 6:29:29 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,08,3205,15,18,16.666666666666664,6/27/2021 6:29:32 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,09,3206,18,18,0.0,6/27/2021 6:29:34 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,10,3207,18,18,0.0,6/27/2021 6:29:37 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,12,3208,18,18,0.0,6/27/2021 6:29:39 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,13,3209,18,18,0.0,6/27/2021 6:29:41 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,14,3210,18,18,0.0,6/27/2021 6:29:44 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396,IND,15,3211,18,18,0.0,6/27/2021 6:29:46 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,01,3212,18,18,0.0,6/27/2021 6:29:48 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,02,3213,13,18,27.77777777777778,6/27/2021 6:29:51 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,03,3214,18,18,0.0,6/27/2021 6:29:53 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,04,3215,18,18,0.0,6/27/2021 6:29:56 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,05,3216,18,18,0.0,6/27/2021 6:29:58 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,06,3217,18,18,0.0,6/27/2021 6:30:01 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,07,3218,18,18,0.0,6/27/2021 6:30:03 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,08,3219,18,18,0.0,6/27/2021 6:30:05 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,09,3220,18,18,0.0,6/27/2021 6:30:08 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,10,3221,18,18,0.0,6/27/2021 6:30:10 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,11,3222,18,18,0.0,6/27/2021 6:30:12 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,12,3223,18,18,0.0,6/27/2021 6:30:15 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,13,3224,18,18,0.0,6/27/2021 6:30:17 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,14,3225,18,18,0.0,6/27/2021 6:30:19 PM
Bass Connections in Brain and Society 2: Interdisciplinary Team Projects,BRAINSOC,396-1,IND,15,3226,18,18,0.0,6/27/2021 6:30:22 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,01,11902,18,18,0.0,6/27/2021 6:30:24 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,02,11903,18,18,0.0,6/27/2021 6:30:27 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,03,11904,18,18,0.0,6/27/2021 6:30:29 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,04,11905,18,18,0.0,6/27/2021 6:30:32 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,05,11906,9,18,50.0,6/27/2021 6:30:34 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,06,11907,18,18,0.0,6/27/2021 6:30:37 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,07,11908,18,18,0.0,6/27/2021 6:30:39 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,08,11909,18,18,0.0,6/27/2021 6:30:42 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,09,11910,18,18,0.0,6/27/2021 6:30:44 PM
Bass Connections in Brain & Society Research Team,BRAINSOC,396T,TUT,10,11911,18,18,0.0,6/27/2021 6:30:47 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,01,3227,18,18,0.0,6/27/2021 6:30:49 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,02,3228,18,18,0.0,6/27/2021 6:30:51 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,03,3229,18,18,0.0,6/27/2021 6:30:54 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,04,3230,18,18,0.0,6/27/2021 6:30:56 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,05,3231,18,18,0.0,6/27/2021 6:30:58 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,06,3232,18,18,0.0,6/27/2021 6:31:01 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,07,3233,18,18,0.0,6/27/2021 6:31:03 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,08,3234,18,18,0.0,6/27/2021 6:31:06 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,09,3235,18,18,0.0,6/27/2021 6:31:08 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,10,3236,18,18,0.0,6/27/2021 6:31:10 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397,IND,11,3237,18,18,0.0,6/27/2021 6:31:13 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,01,3238,18,18,0.0,6/27/2021 6:31:15 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,02,3239,18,18,0.0,6/27/2021 6:31:18 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,03,3240,18,18,0.0,6/27/2021 6:31:20 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,04,3241,18,18,0.0,6/27/2021 6:31:22 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,05,3242,18,18,0.0,6/27/2021 6:31:25 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,06,3243,18,18,0.0,6/27/2021 6:31:27 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,07,3244,18,18,0.0,6/27/2021 6:31:30 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,08,3245,18,18,0.0,6/27/2021 6:31:32 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,09,3246,18,18,0.0,6/27/2021 6:31:34 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,10,3247,18,18,0.0,6/27/2021 6:31:37 PM
Bass Connections in Brain and Society 3: Interdisciplinary Team Projects,BRAINSOC,397-1,IND,11,3248,18,18,0.0,6/27/2021 6:31:39 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,01,3249,18,18,0.0,6/27/2021 6:31:42 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,02,3250,17,18,5.555555555555555,6/27/2021 6:31:44 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,03,3251,16,18,11.11111111111111,6/27/2021 6:31:46 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,04,3252,18,18,0.0,6/27/2021 6:31:49 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,05,3253,18,18,0.0,6/27/2021 6:31:51 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,06,3254,18,18,0.0,6/27/2021 6:31:54 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,07,3255,18,18,0.0,6/27/2021 6:31:56 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,08,3256,18,18,0.0,6/27/2021 6:31:58 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,09,3257,18,18,0.0,6/27/2021 6:32:01 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,10,3258,18,18,0.0,6/27/2021 6:32:03 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398,IND,11,3259,18,18,0.0,6/27/2021 6:32:06 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,01,3260,18,18,0.0,6/27/2021 6:32:08 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,02,3261,17,18,5.555555555555555,6/27/2021 6:32:11 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,03,3262,18,18,0.0,6/27/2021 6:32:13 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,04,3263,18,18,0.0,6/27/2021 6:32:15 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,05,3264,18,18,0.0,6/27/2021 6:32:18 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,06,3265,18,18,0.0,6/27/2021 6:32:20 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,07,3266,18,18,0.0,6/27/2021 6:32:22 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,08,3267,18,18,0.0,6/27/2021 6:32:25 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,09,3268,18,18,0.0,6/27/2021 6:32:27 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,10,3269,18,18,0.0,6/27/2021 6:32:29 PM
Bass Connections in Brain and Society 4: Interdisciplinary Team Projects,BRAINSOC,398-1,IND,11,3270,18,18,0.0,6/27/2021 6:32:32 PM
Engineering the Planet,CEE,132L,Lecture,001,8318,6,30,80.0,6/27/2021 5:38:02 PM
Engineering the Planet,CEE,132L,Laboratory,01L,8319,6,30,80.0,6/27/2021 5:38:04 PM
Uncertainty Design and Optimization,CEE,201L,Lecture,001,8320,2,25,92.0,6/27/2021 5:38:07 PM
Uncertainty Design and Optimization,CEE,201L,Laboratory,01L,8321,2,25,92.0,6/27/2021 5:38:09 PM
Practical Methods in Civil Engineering,CEE,205,Lecture,01,8322,8,10,20.0,6/27/2021 5:38:11 PM
Research Independent Study in Civil and Environmental Engineering,CEE,294,IND,01,8323,0,5,100.0,6/27/2021 5:38:14 PM
Research Independent Study in Civil and Environmental Engineering,CEE,294,IND,02,8324,1,1,0.0,6/27/2021 5:38:16 PM
Fluid Mechanics,CEE,301L,Lecture,001,8325,18,18,0.0,6/27/2021 5:38:19 PM
Fluid Mechanics,CEE,301L,Laboratory,01L,8326,9,9,0.0,6/27/2021 5:38:21 PM
Fluid Mechanics,CEE,301L,Laboratory,02L,8327,10,10,0.0,6/27/2021 5:38:23 PM
Fluid Mechanics,CEE,301L,Laboratory,03L,8328,9,9,0.0,6/27/2021 5:38:26 PM
Fluid Mechanics,CEE,301L,Laboratory,04L,8329,10,10,0.0,6/27/2021 5:38:28 PM
Introduction to Soil Mechanics,CEE,302L,Lecture,001,8330,9,24,62.5,6/27/2021 5:38:30 PM
Introduction to Soil Mechanics,CEE,302L,Laboratory,01L,8331,2,8,75.0,6/27/2021 5:38:33 PM
Introduction to Soil Mechanics,CEE,302L,Laboratory,02L,8332,4,8,50.0,6/27/2021 5:38:35 PM
Introduction to Soil Mechanics,CEE,302L,Laboratory,03L,8333,6,8,25.0,6/27/2021 5:38:37 PM
Introduction to Soil Mechanics,CEE,302L,Laboratory,04L,8334,7,10,30.0,6/27/2021 5:38:40 PM
Engineering Sustainable Design and the Global Community: Structural Focus,CEE,315-20,Lecture,01,8335,16,20,20.0,6/27/2021 5:38:42 PM
Engineering Sustainable Design and the Global Community: Structural Focus,CEE,315-20,Lecture,02,8336,9,10,10.0,6/27/2021 5:38:44 PM
Engineering Sustainable Design and the Global Community: Environmental Focus,CEE,315-60,Lecture,01,8337,13,20,35.0,6/27/2021 5:38:47 PM
Engineering Sustainable Design and the Global Community: Environmental Focus,CEE,315-60,Lecture,02,8338,8,10,20.0,6/27/2021 5:38:49 PM
Research Independent Study in Civil and Environmental Engineering,CEE,394,IND,01,8339,0,1,100.0,6/27/2021 5:38:52 PM
Research Independent Study in Civil and Environmental Engineering,CEE,394,IND,02,8340,0,1,100.0,6/27/2021 5:38:54 PM
Research Independent Study in Civil and Environmental Engineering,CEE,394,IND,03,8341,0,1,100.0,6/27/2021 5:38:57 PM
Research Independent Study in Civil and Environmental Engineering,CEE,394,IND,04,8342,0,1,100.0,6/27/2021 5:38:59 PM
Research Independent Study in Civil and Environmental Engineering,CEE,394,IND,05,8343,1,1,0.0,6/27/2021 5:39:01 PM
Architectural Engineering II,CEE,411,Lecture,01,8344,10,15,33.33333333333333,6/27/2021 5:39:04 PM
Architectural Engineering II,CEE,411,Lecture,02,8345,7,10,30.0,6/27/2021 5:39:06 PM
Concrete and Composite Structures,CEE,422L,Lecture,001,8346,8,18,55.55555555555556,6/27/2021 5:39:08 PM
Concrete and Composite Structures,CEE,422L,Laboratory,01L,8347,1,6,83.33333333333334,6/27/2021 5:39:11 PM
Concrete and Composite Structures,CEE,422L,Laboratory,02L,8348,1,6,83.33333333333334,6/27/2021 5:39:13 PM
Concrete and Composite Structures,CEE,422L,Laboratory,03L,8349,6,6,0.0,6/27/2021 5:39:15 PM
Concrete and Composite Structures,CEE,422L,Laboratory,04L,8350,10,10,0.0,6/27/2021 5:39:18 PM
Integrated Structural Design,CEE,429,Lecture,01,8351,12,20,40.0,6/27/2021 5:39:20 PM
Applied Biological Principles and Processes in Environmental Engineering,CEE,462L,Lecture,001,8352,22,30,26.666666666666668,6/27/2021 5:39:22 PM
Applied Biological Principles and Processes in Environmental Engineering,CEE,462L,Laboratory,01L,8353,5,10,50.0,6/27/2021 5:39:25 PM
